Event Name,Country,Subnational,Metro Area,Venue Name,Address,Frequency,When,Type,Game 1,Game 2,Game 3,Game 4,Game 5,Game 6,Game 7,Game 8,Game 9,Game 10,Twitter,Bluesky,Discord,Facebook,Instagram,Website / Startgg / Linktree / Etc,Email,Twitch1,Twitch2,YouTube,Other Notes,Status,Added,Last Update
LastLevel Practice Mode,USA,North Carolina,Charlotte,Get Some Game,"1224 Commercial Ave, Charlotte, NC 28205",Weekly,Monday,Casuals,GGST,GGXXACR,MK1,BBCF,Tekken,VSav,SF6,GBVSR,UNI,Various,LastLevelNC,,Last Level NC,Last Level,LastLevelNC,https://linktr.ee/lastlevelnc,,mastermind6000,DoktorBon3y,Last Level,,Active,2024.0118,2024.0118
Quest for the Crown,USA,North Carolina,Charlotte,Student Union,"Student Union, 8845 Craver Rd, Charlotte, NC 28262",Monthly,Friday,Tournament,SSBM,,,,,,,,,,CLTmelee,,Charlotte Melee,,,https://linktr.ee/cltmelee,slattyv3@gmail.com,CLTmelee,,,Only during the semester,Active,2024.0118,2024.0118
Greenville's Battle in SouthTown,USA,North Carolina,Greenville,GK Cafe,"3197 E 10th St, Greenville, NC 27858",Monthly,Sunday,Tournament,SF6,GGST,GBVSR,MK1,,,,,,,,,Greenville FGC,,,https://www.start.gg/hub/battle-in-south-town-1,,KuroRaiden,,,2v2 focus events based off a themed game,Active,2024.0118,2024.0118
Fighting Dojo,USA,North Carolina,Raleigh-Durham,Bad Machines,"Durham, North Carolina",Weekly,Monday,Tournament,Various,,,,,,,,,,MyBadMachines,,,,,https://www.mybadmachines.com/,,,,,"On break, venue is moving to new location",Active,2024.0118,2024.0118
Warring Triad,USA,North Carolina,Triad,The Comic Dimension,"2823 Spring Garden St E, Greensboro, NC 27403",Monthly,Sunday,Tournament,GGST,SF6,DBFZ,MBTL,GBVSR,,,,,,OakCityEsports,,North Carolina FGC,Oak City Esports,oakcityesports,https://beacons.ai/oakcityesports,OakCityEsports@gmail.com,SuperComboGG,,SuperComboGG,,Active,2024.0621,2024.0621
10 Frame Fridays,USA,North Carolina,Triad,The Room Event Center,"2808 Randleman Rd, Greensboro, NC 27406",Weekly,Friday,Tournament,MK1,GGST,Tekken,SF6,,,,,,,brandometry,,,,,,brandometry@gmail.com,brandometry (Tekken),SurgingStormGG (SF6),,,Active,2024.0118,2024.0118
Arcade Legacy Smash Weekly,USA,Ohio,Cincinnati,Arcade Legacy Sharonville,"2241 Crowne Point Dr, Cincinnati, OH 45241",Weekly,Thursday,Tournament,SSBU,SSBM,,,,,,,,,ArcadeLegacyOH,,Arcade Legacy FGC,Arcade Legacy,,https://www.arcadelegacyohio.com/events/,,ArcadeLegacy,,,"Games alternate on a weekly basis, calendar here",Active,2024.0118,2024.0118
Arcade Legacy Weeklies,USA,Ohio,Cincinnati,Arcade Legacy Sharonville,"2241 Crowne Point Dr, Cincinnati, OH 45241",Weekly,Wednesday,Tournament,SF6,GGST,Tekken,VSav,KOFXV,MK1,UMvC3,SC6,Various,,ArcadeLegacyOH,,Arcade Legacy FGC,Arcade Legacy,,https://www.arcadelegacyohio.com/events/,,ArcadeLegacy,vampirearcadia,,"Games alternate on a weekly basis, calendar here",Active,2024.0118,2024.0118
"Yeah, I Gotcha Locals",USA,Ohio,Cleveland,Refuge Gaming,"1480 Pearl Rd Ste 6, Brunswick, OH 44212",Weekly,Wednesday,Tournament,GGST,GGXrd,GGXXACR,UMvC3,BBCF,SF6,Anime Etc,,,,YeahIGotchaFGC,,,,,https://www.start.gg/YeahIGotcha,,,,,,Active,2024.0211,2024.0211
Buckeye Battles,USA,Ohio,Columbus,Donatos,"2084 N High St, Columbus, OH 43201",Monthly,Sunday,Tournament,GBVSR,MK1,KOFXV,SF6,DBFZ,SSF2T,UNI,Various,,,TheKiest,,,,,OhioFGC,thekiest@gmail.com,MatchStickMelee,,,,Active,2024.0118,2024.0118
Donatos Fight Night Gray,USA,Ohio,Columbus,Donatos,"2084 N High St, Columbus, OH 43201, USA",Weekly,Wednesday,Casuals,SSBU,SC6,SC6,SC2,UMvC3,KOFXV,Various,,,,,,,,,https://start.gg/dfn_gray,dbair22222@gmail.com,,,,,Active,2024.0118,2024.0118
Donatos Fight Night Scarlet,USA,Ohio,Columbus,Donatos,"2084 N High St, Columbus, OH 43201, USA",Weekly,Wednesday,Tournament,UNI,DBFZ,GBVSR,SF6,MK1,Tekken,Various,Various,,,,,,,,https://smash.gg/dfn_scarlet,thekiest@gmail.com,,,,,Active,2024.0118,2024.0118
Tuesday Trials,USA,Ohio,Columbus,Game Arena,"1556 N High St, Columbus, OH 43201",Weekly,Tuesday,Tournament,UNI,GBVSR,SF6,SSBU,P4AU,GGST,Various,,,,GameArenaCBUS,,,,,https://linktr.ee/GameArenaCo,contact@game-arena.co,GameArenaCo,,Game Arena,,Active,2024.0118,2024.0118
Level One Fight Night,USA,Ohio,Columbus,Level One Bar + Arcade,"130 Hutchinson Ave. Columbus, OH 43235",Weekly,Thursday,Tournament,SF6,Various,,,,,,,,,,,,,,https://challonge.com/users/level_one_bar/tournaments,,,,,,Active,2024.0118,2024.0118
Vyral Compound,USA,Ohio,Dayton,Vyral E-Sports Compound,"2078 E Dorothy Ln, Kettering, OH 45420",Weekly,Thursday,Tournament,SF6,GGST,Various,,,,,,,,MWMashupFGC,,Midwest Mashup Home of Dayton's FGC,,,https://www.vyralteq.com/collections/events,contact@midwestmashup.org,,,,,Active,2024.0118,2024.0118
Limelight,USA,Ohio,Toledo,Imagination Station Science Museum,"1 Discovery Way, Toledo, OH 43604",Unknown,Saturday,Tournament,SSBU,SSBM,MK1,UMvC3,Various,,,,,,ToledoLocals,,Toledo Smash/FGC,,,OhioFGC.com,tommy123ingersoll456@gmail.com,,,,,Active,2024.0118,2024.0118
Something Sweet,USA,Ohio,Toledo,R&B Bubble Tea,"3402 Dorr St, Toledo, OH 43607",Every 2 Weeks,Saturday,Tournament,GBVSR,UNI,MK1,SF6,GGST,Various,,,,,ToledoLocals,,Toledo Smash/FGC,,,OhioFGC.com,tommy123ingersoll456@gmail.com,,,,,Active,2024.0118,2024.0118
Guard Break,USA,Ohio,Youngstown,Westside Bowl,"2617 Mahoning Ave, Youngstown, OH 44509",Weekly,Monday,Tournament,GGST,Tekken,SF6,SSBU,Various,,,,,,blakk_sensei,,,,,OhioFGC.com,,,,,,Active,2024.0118,2024.0118
Rock the Dragon,USA,Oklahoma,Tulsa,Warguts Esports,"3322 Southwest Blvd, Tulsa, OK 74107",Weekly,Saturday,Casuals,SF6,GGST,GGXrd,Tekken,DBFZ,SC6,GBVSR,MK1,KOFXV,MBTL,,,,,,,warguts@gmail.com,warguts,,warguts inc,"Active Discord server is ""Rock The Dragon"" but no perm inv link",Active,2024.0118,2024.0118
Rock the Dragon Monthlies,USA,Oklahoma,Tulsa,Warguts Esports,"3322 Southwest Blvd, Tulsa, OK 74107",Monthly,Saturday,Tournament,SF6,GGST,GGXrd,Tekken,DBFZ,SC6,GBVSR,MK1,KOFXV,MBTL,,,,,,,warguts@gmail.com,warguts,,warguts inc,"Active Discord server is ""Rock The Dragon"" but no perm inv link",Active,2024.0118,2024.0118
Tapout at the Taproom,USA,Oregon,Beaverton,Room 122,"14274 Southwest Allen Boulevard Beaverton, OR, 97005",Weekly,Monday,Casuals,SF6,GGST,VF5,UNI,,,,,,,,,Tapout at the Taproom,,,https://www.faustianfgc.com/events,,,,,,Active,2024.0118,2024.0118
Cooped Up,USA,Oregon,Portland,A Dude's Basement I'm Pretty Sure,"1346 NE 57th Ave, Portland, OR 97213",Weekly,Sunday,Tournament,SSBM,,,,,,,,,,,,Oregon Melee Discord,,,,cooperslink@gmail.com,,,,,Active,2024.0118,2024.0118
Adam's Smash Series,USA,Oregon,Portland,Another Dude's Basement I'm Pretty Sure,"112 NE San Rafael St, Portland, OR 97212",Weekly,Wednesday,Tournament,SSBM,,,,,,,,,,,,Oregon Melee Discord,,,,,AdamsSmashSeries,,,,Active,2024.0118,2024.0118
Cardboard Diamonds,USA,Oregon,Portland,Cardboard Diamonds,"11940 SW Pacific Hwy, Tigard, OR 97223",Weekly,Wednesday,Tournament,GGXrd,UNI,GGXXACR,P4AU,BBCF,VF5,,,,,,,Shiny Cardboard Emporium,,,,,,,,,Active,2024.0118,2024.0118
Faustian Fridays,USA,Oregon,Portland,Core PDX,"3612 SE 82nd Ave, Portland, OR 97266",Weekly,Friday,Tournament,Various,,,,,,,,,,PDX_FGC,,PDX FGC,PDX FGC,,,,,,,,Active,2024.0118,2024.0118
Epic Gaming Weeklies,USA,Oregon,Portland,Epic Gaming,"17185 SE McLoughlin Blvd Suite E, Milwaukie, OR 97267",Weekly,Friday,Tournament,Various,,,,,,,,,,PDX_FGC,,PDX FGC,PDX FGC,,,,,,,,Active,2024.0118,2025.0315
Portland Punish,USA,Oregon,Portland,Epic Gaming,"17185 SE McLoughlin Blvd Suite E, Milwaukie, OR 97267",Monthly,Saturday,Tournament,SF6,GGST,GBVSR,VSav,GGXrd,UNI,,,,,PDX_FGC,,PDX FGC,PDX FGC,,,,,,,,Active,2024.0118,2025.0315
Battle Lounge PDX,USA,Oregon,Portland,Ground Kontrol,"115 NW 5th Ave, Portland, OR",Weekly,Thursday,Tournament,Tekken,SF6,,,,,,,,,BattleLoungePDX,,PDX FGC,,,,,,,,,Active,2024.0118,2024.0118
Core Values,USA,Oregon,Portland,Portland Audio + Visual Event Space,"631 NE Grand Ave, Portland, OR 97232",Every 2 Months,Saturday,Tournament,VF5,SC6,MK1,SSBM,SF6,SSBU,Tekken,Rivals,,,ChapterXLVII,,,,,https://www.faustianfgc.com/,faustianesports@gmail.com,,,,,Active,2025.0324,2025.0324
Super Salem Fighters,USA,Oregon,Salem,IKE Box,"299 Cottage St NE, Salem OR",Weekly,Saturday,Tournament,SF6,GGST,Tekken,UNI,Rivals,SSBU,Various,,,,,,Salem-Keizer Smash & FGC,,,,,,,,,Active,2025.0102,2025.0102
Fight Your Rival,USA,Pennsylvania,Easton,Mystery Box Games,"1458 Northampton St Store 2, Easton, PA 18042, USA",Monthly,Saturday,Tournament,SF6,MK1,Tekken,,,,,,,,fyrallentownfgc,,Fight Your Rival - Lehigh Valley FGC,Fight Your Rival,FightYourRivalFG,https://linktr.ee/fightyourrivalfgc,fightyourrivalfgc@gmail.com,FightYourRivalFGC,,Fight Your Rival,,Active,2024.0402,2024.1212
Erie FGC,USA,Pennsylvania,Erie,HDLegacy,"2411 W 26th St # 100, Erie, PA 16506",Every 2 Weeks,,Tournament,Various,,,,,,,,,,,,Erie FGC Phenomenon   Erie Smash,,,linktr.ee/eriefgc,,waddledee_legends,,,,Active,2024.1212,2024.1212
Rose City Rushdown,USA,Pennsylvania,Lancaster,The Upside,"Lancaster, PA",Weekly,Sunday,Casuals,Tekken,SF6,GGST,Various,Retro,,,,,,,,Red Rose FGC,,,,,,,,See Discord for venue address,Active,2024.0610,2024.0610
Go For Broke,USA,Pennsylvania,Philadelphia,Localhost Philly,"401 N Broad St, Philadelphia, PA 19108",Monthly,Saturday,Tournament,UNI,GBVSR,GGST,MK1,SF6,Tekken,,,,,KyleMac386,,Localhost - Gaming and Esports,,,,bebopfiles386@gmail.com,,,,,Active,2024.0118,2024.0118
The Gulag,USA,Pennsylvania,Philadelphia,Localhost Philly,"401 N Broad St, Philadelphia, PA 19108",Every 2 Weeks,Friday,Tournament,Tekken,SF6,Various,,,,,,,,IronPhistPhilly,,Localhost - Gaming and Esports,,,https://start.gg/IPP,,IronPhistPhilly,,,,Active,2024.0118,2024.0118
Drexel FGC,USA,Pennsylvania,Philadelphia,Papadakis Integrated Sciences Building Rm 108,"3245 Chestnut St, Philadelphia, PA 19104",Weekly,Friday,Tournament,GGST,GBVSR,UNI,MBTL,Tekken,GGXrd,KOFXV,DBFZ,BBCF,Various,DrexelFGC,,Drexel FGC,,,,,DrexelFGC,,,"Games are different each time, check calendar here",Active,2024.0118,2024.0118
King of Shadows,USA,Pennsylvania,Philadelphia,Tap Esports,"924 Cherry St Basement, Philadelphia, PA 19107",Monthly,Saturday,Tournament,SF6,,,,,,,,,,ShadowRoyaltyGG,,Shadow Royalty Domain,,Shadow Royalty Esports,https://shadowroyalty.com/,shadowroyaltyesports@gmail.com,ShadowRoyaltyLive,,Shadow Royalty,,Active,2024.0118,2024.0118
The Streets,USA,Pennsylvania,Philadelphia,The Laboratory,"3 S York Rd, Hatboro, PA 19040",Monthly,Saturday,Tournament,Tekken,GGST,SF6,MK1,GBVSR,,,,,,VMLN_Esports,,,,,start.gg/fgcstreets  PennFGC.com,,Vermilion_Series,,Vermilion Series,,Active,2024.0118,2024.0118
Vermilion Series,USA,Pennsylvania,Philadelphia,The Laboratory,"3 S York Rd, Hatboro, PA 19040",Weekly,Thursday,Tournament,Tekken,GGST,SF6,MK1,GBVSR,,,,,,VMLN_Esports,,,,,https://start.gg/thevortex,,Vermilion_Series,,Vermilion Series,,Active,2024.0118,2024.0118
SRU FGC Biweeklies,USA,Pennsylvania,Pittsburgh,Bailey Library,"1 Morrow Way, Slippery Rock",Every 2 Weeks,Wednesday,Tournament,SF6,GGST,Various,,,,,,,,SwagG740,,SRU Esports FGC,,,PennFGC.com,,,,,,Active,2024.0118,2024.0118
CMUKen Locals,USA,Pennsylvania,Pittsburgh,"Danforth Lounge, Cohon University Center","CMU, 5032 Forbes Avenue Pittsburgh, PA 15213",Weekly,Thursday,Casuals,Various,,,,,,,,,,CMUken,,CMUken (Pittsburgh FGC),CMUken,,,,CMUken,,CMUken,,Active,2024.0118,2024.1213
Pittsburgh FGC Biweeklies,USA,Pennsylvania,Pittsburgh,Victory Pointe Arcade 3rd floor,"1113 E Carson St, Pittsburgh, PA 15203",Every 2 Weeks,Sunday,Tournament,SF6,Tekken,GGST,Various,,,,,,,CMUken,,CMUken (Pittsburgh FGC),CMUken,,,,CMUken,,CMUken,,Active,2024.0118,2024.1213
More Than Friendlies,USA,Pennsylvania,Stroudsburg,GameQ Lounge,"564 Main St, Stroudsburg, PA 18360",Weekly,Tuesday,Tournament,SSBU,,,,,,,,,,GameQLounge,,GameQ Lounge,GameQ Lounge,,Start.gg/MTF,,GameQLounge,,GameQ Lounge,,Active,2024.0118,2024.0118
The Lockdown,USA,Pennsylvania,Stroudsburg,GameQ Lounge,"564 Main St, Stroudsburg, PA 18360",Every 2 Weeks,Saturday,Tournament,GGST,SF6,DBFZ,3S,Retro,,,,,,GameQLounge,,GameQ Lounge,GameQ Lounge,,,,GameQLounge,,,,Active,2024.0118,2024.0118
Gayas Cradle,USA,Rhode Island,Providence,Gayas Cradle,"175 Taunton Ave Unit 3, East Providence, RI 02914",Monthly,Saturday,Tournament,Unknown,,,,,,,,,,,,,,,,,,,,source,Active,2024.0118,2024.0118
Electric City Showdown,USA,South Carolina,Anderson,The Residence Inn Hotel,"109 Interstate Blvd, Anderson, SC 29621",Monthly,Saturday,Unknown,SF6,Tekken,UNI,,,,,,,,ecityshowdown,,,Electric City Showdown,,linktr.ee/ecityshowdown  ecityshowdown.com,electriccityshowdown@gmail.com,ecityshowdown,,Electric City Showdown,source,Active,2024.0119,2024.0119
Side Deck Gaming,USA,South Carolina,Columbia,The Side Deck Gaming Cafe,"5060 Sunset Blvd, Lexington, SC 29072",Weekly,Wednesday,Tournament,SF6,Tekken,Various,,,,,,,,_Silent_E,,,,,,carmichaelelliot@yahoo.com,,,,,Active,2024.0118,2024.0118
Grind Haus,USA,South Carolina,Greenville,AOE Gaming Center,"3113 N Pleasantburg Dr Suite A, Greenville, SC 29609",Monthly,Saturday,Unknown,SF6,Tekken,UNI,,,,,,,,ecityshowdown,,,Electric City Showdown,,linktr.ee/ecityshowdown  ecityshowdown.com,electriccityshowdown@gmail.com,ecityshowdown,,Electric City Showdown,source,Active,2024.0119,2024.0119
Masher's Paradise,USA,South Carolina,Myrtle Beach,ArcadeImpact,"3227 US-701 Hwy, Conway, SC 29526, USA",Every 2 Months,Saturday,Tournament,Tekken,SF6,Various,,,,,,,,ArcadeImpact,,Arcade Impact (Myrtle Beach FGC),Arcade Impact,,https://linktr.ee/arcadeimpact,arcadeimpact@gmail.com,ArcadeImpact,,,,Active,2024.0118,2024.0118
Weekly Worldfire Fighters,USA,South Carolina,Myrtle Beach,WorldFire Games,"2286 Glenns Bay Rd, Surfside Beach, SC 29575",Weekly,Tuesday,Tournament,Tekken,SF6,GGST,MK1,SC6,,,,,,WorldFireGames,,,,,https://wfgamingco.tcgplayerpro.com/,peyton.n123@gmail.com,,,,"Game list rotates for 3rd game between GGST, MK1, SC6",Active,2024.0118,2024.0118
Downtown Brawl,USA,South Dakota,Rapid City,Hay Camp Brewery,"601 Kansas City St, Rapid City, SD 57701",Unknown,Unknown,Tournament,SF6,MK1,SSBU,Tekken,,,,,,,bizarroDF,,,Hay Camp Brewing,haycampbrewingco,,,,,,Currently on break,Active,2024.0118,2024.0118
Sioux Falls Weeklies,USA,South Dakota,Sioux Falls,Game Chest,"2115 S Minnesota Ave, Sioux Falls, SD",Weekly,Friday,Casuals,SF6,GGXrd,GBVSR,UNI,GGST,,,,,,,,,,,,,,,,,Active,2024.0610,2024.0610
236 Mafia Monthlies,USA,Tennessee,Chattanooga,Be Caffeinated,"14 W Kent St, Chattanooga, TN 37405",Monthly,Saturday,Tournament,SF6,UNI,GGST,,,,,,,,236_Mafia,,CFC Salt Lounge,,,,236Mafioso@gmail.com,236_mafia,,,,Active,2024.0118,2024.0118
Token Throwdown,USA,Tennessee,Knoxville,Token Game Tavern,"213 N Seven Oaks Dr, Knoxville, TN 37922",Monthly,Sunday,Tournament,GBVSR,Tekken,GGST,MK1,SF6,UNI,3S,Various,,,ScruffyCityFgc,,,,,,,scruffycityfgc,,,"Games rotate, check Twitter",Active,2024.0118,2024.0118
Game Galaxy Arcade Anime,USA,Tennessee,Nashville,Game Galaxy Arcade,"3 S Lowry St, Smyrna, TN 37167",Weekly,Sunday,Casuals,Anime Etc,,,,,,,,,,MusicCityFGC,,,,,,,MusicCityFGC,,,Calendar here,Active,2024.0118,2024.0118
Game Galaxy Arcade Fight Night,USA,Tennessee,Nashville,Game Galaxy Arcade,"3 S Lowry St, Smyrna, TN 37167",Weekly,Tuesday,Tournament,SF6,GBVSR,Various,,,,,,,,MusicCityFGC,,,,,,,MusicCityFGC,,,Calendar here; games rotate each week,Active,2024.0118,2024.0118
Austin Air Assault,USA,Texas,Austin,ArcadeUFO,"9029 Research Blvd #100, Austin, TX 78758",Every 2 Weeks,Thursday,Tournament,GBVSR,BBCF,GGST,Anime Etc,,,,,,,AAAatUFO,,Austin TX FGC,,,,,ArcadeUFO,,Austin Air Assault,,Active,2024.0118,2024.0118
Saucy Saturday,USA,Texas,Austin,ArcadeUFO,"9029 Research Blvd #100, Austin, TX 78758",Weekly,Saturday,Tournament,SF6,Tekken,,,,,,,,,arcadeufo,,,,,,,UGK4LIFE,,,Alternates between Tekken and SF each week,Active,2024.0610,2024.0610
SETX FGC,USA,Texas,Beaumont,Lamar University Maes Building Rm 108,"4695 Cunningham St, Beaumont, TX 77705",Weekly,Friday,Tournament,SSBU,SF6,SSBM,P+,MK1,SamSho,Retro,Various,,,SETXeSports,,SETX eSports,,,Setxesports.com  setx.challonge.com,,SETXFGC,,,,Active,2024.0118,2024.0118
Corpus Christi FGC,USA,Texas,Corpus Christi,Cotten's Collectibles,"6410 Weber Rd Suite 12, Corpus Christi, TX 78413",Weekly,Saturday,Tournament,SF6,GBVSR,GGST,Various,,,,,,,CCTxFGC,,Corpus FGC,,,,,corpuschristifgc,,,,Active,2024.0118,2024.0118
ArtCade,USA,Texas,Dallas-Fort Worth,Central Arts Hurst,"362 E Pipeline Rd, Hurst, TX 76053",See Notes,Varies,Tournament,3S,SF6,Various,,,,,,,,,,,,,,artcadedfw@gmail.com,artcadedfw,,,Frequency varies,Active,2024.0118,2024.1224
Freaks Smash Dallas,USA,Texas,Dallas-Fort Worth,Free Play Arcade Dallas,"3015 Gulden Ln, Dallas, TX 75212",Weekly,Monday,Tournament,SSBU,,,,,,,,,,FreaksTx,,,,,,,FreaksTx,,,Calendar here,Active,2024.0118,2024.0118
Freaks Smash Denton,USA,Texas,Dallas-Fort Worth,Free Play Arcade Denton,"101 W Hickory St, Denton, TX 76201, USA",Weekly,Tuesday,Tournament,SSBU,,,,,,,,,,FreaksTx,,,,,,,FreaksTx,,,Calendar here,Active,2024.0118,2024.0118
YOMI Anime FGC Denton,USA,Texas,Dallas-Fort Worth,Free Play Arcade Denton,"101 W Hickory St, Denton, TX 76201, USA",Weekly,Wednesday,Tournament,GGXrd,GBVSR,,,,,,,,,FreaksTx,,,,,,,FreaksTx,,,Calendar here,Active,2024.0118,2024.0118
Freaks Smash Richardson,USA,Texas,Dallas-Fort Worth,Free Play Arcade Richardson,"E Belt Line & Yale Blvd, Richardson, TX 75081",Weekly,Thursday,Tournament,SSBU,,,,,,,,,,FreaksTx,,,,,,,FreaksTx,,,Calendar here,Active,2024.0118,2025.0315
Monday Night Melee,USA,Texas,Dallas-Fort Worth,FX Games,"3000 Custer Rd #170, Plano, TX 75075",Weekly,Monday,Tournament,SSBM,,,,,,,,,,TourneyLocator,,,,,,,TourneyLocator,,,,Active,2024.0118,2024.0118
Suplex,USA,Texas,Dallas-Fort Worth,FX Games,"3000 Custer Rd #170, Plano, TX 75075",Weekly,Friday,Tournament,SF6,Tekken,GBVSR,GGST,,,,,,,TourneyLocator,,,,,,,TourneyLocator,,,Tekken 8 every week with GBVSR and GGST on rotation,Active,2024.0118,2024.1212
Ultimate Shockwave,USA,Texas,Dallas-Fort Worth,FX Games,"3000 Custer Rd #170, Plano, TX 75075",Weekly,Wednesday,Tournament,SSBU,,,,,,,,,,TourneyLocator,,,,,,,TourneyLocator,,,,Active,2024.0118,2024.0118
Quickdraw Brawl,USA,Texas,Dallas-Fort Worth,Rank 1 Gaming,"2701 Old Denton Rd, Carrollton, TX 75007",Monthly,Saturday,Tournament,UNI,BBCF,P4AU,GBVSR,,,,,,,QuickdrawBrawl,,,,,,,quickdrawbrawl,,QuickdrawBrawl,,Active,2024.0118,2024.0118
Collisions,USA,Texas,Dallas-Fort Worth,Sandman Signature Hotel,"8451 Parkwood Blvd, Plano TX 75024",Monthly,Varies,Tournament,Various,,,,,,,,,,CollisionsFGC,,Collisions-FGC,Collisions FGC,,,,collisionsfgc,,Collisions,,Active,2024.0118,2024.0118
Saturday Sets,USA,Texas,Dallas-Fort Worth,Turning Point Beer,"1307 Brown Trail, Bedford, TX 76022",See Notes,Saturday,Tournament,Tekken,GGST,SF6,MK1,SSBU,GBVSR,,,,,CombatFGC,,,,,,combatchampseries@gmail.com,,,,"MK1, SSBU, GBVSR are side games; frequency varies",Active,2024.0118,2024.1224
50-50 Fridays,USA,Texas,El Paso,Glitch Gaming Center,"1505 George Dieter Dr suite #114, El Paso TX 79936",Every 2 Weeks,Friday,Tournament,SF6,GBVSR,Mystery,Tekken,UNI,GGST,,,,,,,Fighting Games El Paso,,Fighting Games El Paso,,,,,,,Active,2024.0209,2024.0209
The Anime Place (TAP),USA,Texas,Houston,The Bull and Bear Tavern,"11980 Westheimer Rd Suite A, Houston, TX 77077",Weekly,Sunday,Casuals,GGST,MBTL,UNI,BBCF,Tekken,SF6,KOFXV,SC6,Mystery,Various,Gemmicks  2KDESU,,HoustonFGC,,,HoustonFGC.com,,,,,,Active,2024.0118,2024.0118
Saturday Shikomi 1,USA,Texas,Houston,The Montrose Center,"401 Branard St 2nd Floor, Houston, TX 77006",Monthly,Saturday,Tournament,GGXrd,GBVSR,,,,,,,,,2KDESU,,HoustonFGC,,,HoustonFGC.com,,,,,Contact for address; 1st Saturday,Active,2024.0118,2024.0118
Saturday Shikomi 2,USA,Texas,Houston,The Montrose Center,"401 Branard St 2nd Floor, Houston, TX 77006",Monthly,Saturday,Tournament,BBCF,UNI,,,,,,,,,2KDESU,,HoustonFGC,,,HoustonFGC.com,,,,,Contact for address; 3rd Saturday,Active,2024.0118,2024.0118
Perfect Parry Sanctuary,USA,Texas,Houston,ULikeTea,"6031 Hwy 6, Houston, TX 77084",Weekly,Monday,Tournament,SF6,,,,,,,,,,2KDESU,,HoustonFGC,,,HoustonFGC.com,,,,,,Active,2024.0118,2024.0118
Showdown,USA,Texas,Lubbock,Mad Hatter's House of Games,"1507 Texas Ave Lubbock Texas 79401, USA",Weekly,Wednesday,Casuals,GGST,Tekken,SF6,,,,,,,,,,WTX Fighting Game Community,,,start.gg/tournament/showdown-lbk,fgleventsllc@gmail.com,,,,,Active,2024.1212,2025.0218
River City Reversal,USA,Texas,San Antonio,Otaku Cafe,"7022 Bandera Rd, San Antonio, TX 78238, USA",Monthly,Saturday,Tournament,GGXrd,UMvC3,MK1,GBVSR,,,,,,,SanAntonioFGC,,San Antonio FGC,San Antonio FGC,SanAntonioFGC,linktr.ee/SanAntonioFGC San Antonio FGC startgg,,SanAntonioFGC,,,,Active,2024.0119,2024.0119
River City Rushdown,USA,Texas,San Antonio,Otaku Cafe,"7022 Bandera Rd, San Antonio, TX 78238, USA",Monthly,Saturday,Tournament,GGST,UNI,SF6,Tekken,,,,,,,SanAntonioFGC,,San Antonio FGC,San Antonio FGC,SanAntonioFGC,https://linktr.ee/SanAntonioFGC,,SanAntonioFGC,,,,Active,2024.0118,2024.0118
San Antonio Melee,USA,Texas,San Antonio,Otaku Cafe,"7022 Bandera Rd, San Antonio, TX 78238",Weekly,Monday,Tournament,SSBM,,,,,,,,,,rikricOtakuCafe,,,,,,,sapplus,,,,Active,2024.0118,2024.0118
San Antonio P+ Saturdays,USA,Texas,San Antonio,Otaku Cafe,"7022 Bandera Rd, San Antonio, TX 78238",Monthly,Saturday,Tournament,P+,,,,,,,,,,rikricOtakuCafe,,,,,,,sapplus,,,1st Saturday,Active,2024.0118,2024.0118
San Antonio P+ Sundays,USA,Texas,San Antonio,Otaku Cafe,"7022 Bandera Rd, San Antonio, TX 78238",Every 2 Weeks,Sunday,Tournament,P+,,,,,,,,,,rikricOtakuCafe,,,,,,,sapplus,,,2nd & 4th Sundays,Active,2024.0118,2024.0118
Plus Frames,USA,Utah,Provo,LAN King,"746 E 820 N, Provo, UT 84606",Monthly,Wednesday,Tournament,SF6,GGST,MK1,Skullgirls,,,,,,,Mestafa01,,,,,Start.gg/pfweekly,leftstickstudios@gmail.com,H__Sake,,,,Active,2024.0118,2024.0118
SLC Barfights,USA,Utah,Salt Lake City,Quarters SLC,"5 E 400 S, Salt Lake City, UT 84111",Monthly,Saturday,Tournament,MK1,GGST,GBVSR,SF6,,,,,,,GetGoodFGC,,GetGood,,,,getgoodfgc@gmail.com,getgoodfgc,,,,Active,2024.0118,2024.0118
Rumble SLC,USA,Utah,Salt Lake City,Reyes KO Boxing,"3584 S 1950 W, West Valley City, UT 84119",Monthly,Saturday,Tournament,Tekken,GGST,MK1,SF6,,,,,,,GetGoodFGC,,GetGood,,,,getgoodfgc@gmail.com,getgoodfgc,,,,Active,2024.0118,2024.0118
Saturday Nights,USA,Vermont,Burlington,Champlain Esports,"175 Lakeside Ave, Burlington, VT 05401",Weekly,Saturday,Tournament,SF6,,,,,,,,,,WNightFightClub,,,,,,,Champ_Esports,,Wednesday Night Fight Club,,Active,2024.0118,2024.0118
Wednesday Nights Casuals,USA,Vermont,Burlington,Champlain Esports,"175 Lakeside Ave, Burlington, VT 05401",Weekly,Wednesday,Casuals,SF6,,,,,,,,,,WNightFightClub,,,,,,,Champ_Esports,,Wednesday Night Fight Club,,Active,2024.0118,2024.0118
